SerialNumber,Model,Capacity,CargoGroup
52233,P-15,6789,Agricultural
77669,H-19,2150,Forestry
60161,D-19,9635,Forestry
50800,B-18,2397,Raw Minerals
88239,E-17,6522,Goods
61165,H-12,1004,Intermodal Containers
87314,M-15,2715,Livestock
94017,N-13,1738,Forestry
63944,B-16,1556,Oil
54184,E-17,2894,Raw Minerals
52746,L-13,7676,Electronics
52970,F-12,1357,Raw Minerals
90800,F-14,3302,Food
80392,I-10,3759,Forestry
88206,P-12,6751,Building Materials
70825,L-17,7506,Electronics
50285,I-20,3919,Goods
51664,H-17,9663,Intermodal Containers
65987,L-11,8985,Electronics
79114,I-14,6293,Intermodal Containers
54073,G-11,3320,Food
58045,C-10,3664,Automobiles
87045,C-14,5423,Building Materials
83706,K-11,7555,Metals
94989,J-16,2955,Machinery
93148,N-17,4788,Chemicals
86606,E-13,3785,Oil
96043,K-13,6720,Intermodal Containers
83857,M-19,1069,Raw Minerals
61806,C-20,8998,Electronics
50475,N-14,1292,Intermodal Containers
98693,B-13,8392,Food
57075,P-12,9309,Machinery
66442,K-17,7461,Food
80320,O-10,9155,Oil
90820,B-11,9083,Chemicals
73385,E-19,3514,Goods
95564,M-18,3442,Electronics
87503,C-18,3608,Oil
95526,K-20,5840,Intermodal Containers
56921,A-19,5223,Food
51758,E-20,7239,Livestock
70079,L-12,8364,Electronics
55012,I-14,2988,Chemicals
76640,J-10,7695,Oil
59305,O-17,1609,Forestry
98205,K-11,7279,Intermodal Containers
54026,G-11,1608,Livestock
83060,N-11,8803,Agricultural
98395,I-12,3729,Metals
86488,M-11,6718,Intermodal Containers
64437,B-11,3197,Electronics
96610,H-19,4133,Raw Minerals
92845,J-11,5756,Electronics
62852,K-12,5838,Livestock
69452,O-15,8969,Automobiles
64710,G-16,9036,Chemicals
98591,K-12,1800,Metals
90585,O-10,7111,Livestock
62916,H-16,6125,Chemicals
72594,K-16,4356,Machinery
91583,P-13,6487,Food
55943,M-15,7615,Metals
96902,B-19,9505,Metals
89098,J-10,3520,Goods
83493,A-16,2087,Automobiles
83140,A-13,4361,Chemicals
77531,O-19,6690,Electronics
51575,G-15,9753,Electronics
64752,F-14,7081,Oil
91837,G-13,3082,Machinery
65210,G-20,1944,Chemicals
51659,A-16,9012,Oil
80798,B-18,2418,Metals
60077,D-15,6646,Chemicals
72670,P-10,7831,Building Materials
54471,G-20,4990,Forestry
74601,P-12,3052,Chemicals
100000,H-18,9365,Electronics
75954,N-12,9755,Oil
81462,K-16,1899,Oil
93350,I-11,6244,Intermodal Containers
71728,M-15,3591,Livestock
63158,B-17,6085,Metals
72811,J-17,5584,Agricultural
74619,F-14,6459,Metals
62522,O-14,8563,Forestry
72883,E-14,4204,Goods
66318,L-15,6584,Agricultural
69367,O-10,8630,Building Materials
91040,O-20,3195,Intermodal Containers
96340,L-13,4584,Metals
94584,D-15,3757,Agricultural
67103,P-19,3267,Electronics
78017,B-19,8626,Oil
71834,L-15,9015,Building Materials
51488,L-18,1115,Forestry
69051,C-20,9682,Automobiles
98752,G-12,5667,Food
84540,L-14,9024,Machinery
52495,O-14,4379,Electronics
79001,B-11,1292,Oil
57850,I-10,5433,Forestry
67928,J-13,2112,Agricultural
73459,L-19,5203,Metals
60588,P-13,1760,Raw Minerals
60997,C-15,3892,Metals
78269,A-13,5255,Chemicals
54876,O-11,5971,Electronics
85239,G-13,9238,Raw Minerals
70981,D-19,1045,Forestry
91834,P-13,9166,Electronics
91595,N-18,7915,Raw Minerals
69286,L-19,7892,Goods
78499,C-14,2105,Raw Minerals
86323,M-15,1152,Livestock
53790,M-20,6665,Chemicals
56459,O-18,9976,Raw Minerals
68561,D-19,1221,Automobiles
95551,N-19,3952,Food
71550,G-15,1078,Goods
91893,N-16,2776,Raw Minerals
50859,B-12,6885,Intermodal Containers
94183,A-13,6865,Food
74411,F-19,6134,Goods
63644,K-20,8786,Automobiles
85951,N-13,5709,Machinery
98335,B-16,4289,Raw Minerals
65177,B-11,7221,Automobiles
58163,K-16,1172,Automobiles
71107,G-14,5779,Automobiles
65490,K-13,5135,Automobiles
70621,L-12,3991,Forestry
69708,I-17,5197,Raw Minerals
81091,H-16,9826,Chemicals
76660,M-20,3040,Food
84078,J-17,1542,Machinery
99159,P-14,8245,Livestock
84287,N-18,6324,Metals
85649,I-16,1902,Machinery
68478,L-13,6344,Chemicals
62684,D-12,2927,Oil
95435,M-19,7605,Intermodal Containers
78832,N-18,5386,Automobiles
51692,A-12,8142,Oil
72006,G-17,3605,Goods
63577,B-15,1015,Automobiles
52817,P-11,2826,Food
81231,P-12,5588,Metals
55462,E-18,9148,Food
73728,D-18,9360,Intermodal Containers
73184,F-10,9941,Machinery
51325,E-17,5949,Electronics
66812,C-16,3402,Oil
94200,E-12,9886,Automobiles
56460,O-10,8759,Building Materials
69542,K-14,7536,Building Materials
54153,M-12,5864,Agricultural
88306,F-13,9147,Building Materials
64186,B-15,9317,Automobiles
82523,K-20,7479,Electronics
78800,I-11,3894,Chemicals
75735,D-14,1380,Forestry
53998,N-16,8196,Raw Minerals
88226,J-13,2613,Automobiles
81203,H-12,4397,Agricultural
67112,B-12,8359,Building Materials
68870,F-11,4461,Forestry
51493,L-17,3440,Automobiles
59037,H-16,4773,Livestock
75610,J-12,6767,Intermodal Containers
75692,C-11,3263,Electronics
95562,A-13,1454,Building Materials
78398,E-16,5891,Livestock
67289,D-17,8121,Chemicals
96959,G-13,7278,Automobiles
68980,M-20,3003,Intermodal Containers
82526,L-20,6394,Raw Minerals
93424,F-11,3044,Livestock
61203,L-11,9697,Agricultural
64464,E-11,3245,Building Materials
95416,K-17,7598,Electronics
80339,G-11,7485,Machinery
52449,N-18,2897,Building Materials
70453,P-10,2288,Goods
80180,P-19,2940,Automobiles
52128,G-18,5023,Chemicals
82691,M-11,7989,Automobiles
61561,F-18,2471,Building Materials
68631,I-18,6397,Oil
58809,N-17,9721,Electronics
96872,H-10,9701,Electronics
63148,I-20,3330,Oil
52832,A-15,5350,Food
91585,L-18,2759,Oil
80271,I-19,9581,Electronics
54706,P-11,6366,Forestry
89280,C-11,6548,Building Materials
82431,D-14,8311,Agricultural
99240,G-13,2159,Building Materials
51456,E-12,9559,Chemicals
73895,I-10,4038,Intermodal Containers
57012,B-12,2627,Raw Minerals
98426,G-12,1140,Chemicals
91417,I-13,4471,Livestock
66148,P-11,4900,Goods
89080,E-15,3175,Automobiles
81840,C-20,4009,Chemicals
66888,G-14,7183,Automobiles
79164,E-20,1289,Electronics
95362,O-12,5787,Building Materials
95374,J-10,2575,Machinery
68354,C-10,6717,Forestry
78523,P-18,6754,Forestry
54759,H-20,6754,Oil
95178,P-14,4816,Building Materials
64747,D-15,5624,Building Materials
51285,H-14,4501,Food
76988,B-12,5139,Chemicals
81885,A-16,4896,Goods
92491,I-10,9239,Chemicals
56285,M-10,2058,Livestock
92727,M-10,6401,Livestock
90868,P-19,7206,Forestry
62402,A-17,2735,Automobiles
73907,O-10,4225,Electronics
67935,F-12,8768,Livestock
64478,P-16,4695,Electronics
84367,H-15,3859,Livestock
88656,B-13,6636,Automobiles
65581,F-17,1948,Building Materials
64765,K-19,9431,Chemicals
83199,O-19,9157,Machinery
97835,F-12,9834,Forestry
69318,E-15,1811,Metals
93252,G-13,8442,Automobiles
87440,H-17,9840,Goods
59264,H-19,3744,Machinery
83165,P-20,4407,Forestry
90674,B-13,8734,Agricultural
60520,H-16,3830,Food
85405,G-13,7409,Automobiles
53377,J-15,3036,Raw Minerals
71628,B-17,6136,Automobiles
77334,M-20,5147,Chemicals
65341,N-10,6699,Goods
92004,F-11,3643,Intermodal Containers
89723,I-16,5982,Forestry
96218,H-18,7156,Intermodal Containers
62163,I-17,1121,Building Materials
78610,I-11,8204,Automobiles
64313,L-16,7396,Livestock
78024,M-19,1375,Electronics
85477,B-15,3956,Machinery
94143,O-20,2882,Building Materials
68111,D-17,2905,Oil
54315,I-12,8669,Machinery
58431,H-18,8965,Chemicals
81793,B-20,6537,Electronics
77595,O-16,6540,Agricultural
56103,K-11,2282,Building Materials
84403,H-20,8697,Forestry
77431,A-10,9202,Oil
50446,A-19,1880,Raw Minerals
98427,C-14,1999,Raw Minerals
92587,G-19,9607,Intermodal Containers
60957,F-13,5781,Forestry
66572,O-14,4407,Food
59451,D-15,7787,Forestry
71431,O-19,9906,Food
53760,H-12,9447,Metals
85996,C-12,6838,Livestock
58812,B-15,5729,Oil
92209,J-19,6840,Machinery
50702,O-19,7916,Building Materials
52021,D-10,4457,Automobiles
85421,C-18,7376,Chemicals
61116,B-15,4544,Raw Minerals
58571,M-14,9491,Metals
91154,K-19,6015,Goods
68212,D-14,5085,Automobiles
94427,J-10,1143,Automobiles
50238,H-18,1075,Chemicals
77958,M-17,9093,Oil
83747,F-16,2700,Intermodal Containers
76303,C-14,1602,Metals
93164,M-13,1196,Oil
61122,B-18,5926,Chemicals
96942,E-16,2762,Intermodal Containers
72552,L-19,7665,Electronics
92012,N-13,4256,Chemicals
87865,G-18,2827,Building Materials
93156,G-18,5378,Automobiles
61541,O-15,3453,Machinery
67057,B-19,7698,Oil
63460,I-15,6562,Building Materials
79151,J-10,5118,Raw Minerals
68502,G-18,2069,Forestry
60032,B-13,7735,Raw Minerals
90847,B-10,5303,Machinery
76186,N-14,5951,Machinery
97975,I-15,3715,Building Materials
59668,G-18,2665,Forestry
66057,E-10,8021,Automobiles
82021,A-10,3439,Metals
55567,O-13,4779,Intermodal Containers
88392,D-13,5621,Automobiles
87525,A-15,4721,Electronics
80188,P-14,9301,Oil
52032,C-19,2936,Goods
83860,N-10,3280,Agricultural
85122,N-12,5605,Intermodal Containers
57862,E-15,1618,Machinery
81349,C-15,7796,Intermodal Containers
64518,B-12,4153,Agricultural
59017,L-12,9038,Oil
66489,F-13,9980,Livestock
93326,E-13,6593,Goods
74427,J-17,3895,Building Materials
78717,J-12,2319,Food
72944,O-16,1332,Forestry
68439,I-19,5953,Automobiles
98227,K-17,9845,Raw Minerals
71524,P-16,4416,Livestock
82365,G-13,2712,Forestry
56319,D-17,5373,Intermodal Containers
86004,C-20,8462,Building Materials
87888,A-13,7338,Food
75189,A-18,1250,Forestry
80585,P-14,4648,Agricultural
99584,F-18,7595,Chemicals
69925,O-20,1020,Building Materials
61150,H-20,7544,Automobiles
72887,G-13,1407,Oil
73783,G-11,4268,Forestry
61935,G-18,4554,Electronics
82470,K-20,3052,Livestock
95461,L-20,2268,Food
87760,H-20,1881,Machinery
52543,L-16,2991,Automobiles
80490,K-17,2644,Electronics
66542,O-16,8671,Oil
52020,M-14,8922,Automobiles
94506,F-15,1476,Automobiles
83623,N-16,5575,Agricultural
52356,P-20,6987,Forestry
54546,H-13,7345,Agricultural
76242,N-19,4644,Machinery
76168,I-12,1899,Building Materials
89906,P-15,9537,Goods
60121,N-19,7294,Building Materials
72234,I-16,2003,Metals
82316,I-18,4161,Automobiles
99364,A-11,1275,Oil
74092,E-11,2792,Oil
76312,I-15,1888,Machinery
87116,F-14,3056,Electronics
87869,A-17,3290,Food
99710,A-18,5845,Machinery
72593,K-15,7898,Agricultural
60083,H-15,3220,Building Materials
67797,F-11,8058,Building Materials
50104,F-13,6267,Building Materials
61322,M-18,1536,Oil
70773,O-17,4986,Raw Minerals
57517,B-12,7055,Food
64777,B-13,7136,Intermodal Containers
73015,F-10,6181,Agricultural
88272,E-12,3316,Automobiles
98221,H-11,6714,Food
95663,I-12,4188,Forestry
99422,B-13,7695,Chemicals
55389,N-18,8808,Forestry
94037,I-18,3121,Food
79500,E-13,9402,Food
60046,M-16,8653,Electronics
83836,H-18,8530,Metals
50110,C-18,7073,Automobiles
96502,M-14,4996,Oil
53148,B-19,2779,Raw Minerals
68610,H-10,8102,Chemicals
97749,C-18,3761,Chemicals
98647,M-13,9502,Oil
57314,G-17,6215,Oil
75397,B-15,3874,Intermodal Containers
91453,B-11,6673,Agricultural
68982,D-10,4751,Machinery
70760,N-12,8513,Goods
69458,D-10,3387,Food
63097,L-11,3216,Food
88781,I-14,8617,Food
70351,K-14,5044,Livestock
80193,C-13,4696,Goods
93338,P-12,9384,Building Materials
76797,O-10,2369,Food
65288,B-14,3478,Machinery
82821,E-19,7406,Goods
90491,M-20,1644,Machinery
62186,F-10,1243,Oil
87613,C-13,7150,Oil
82206,P-19,2456,Forestry
94925,P-16,5492,Intermodal Containers
68084,P-13,9499,Forestry
82970,C-14,5865,Oil
55289,I-13,3438,Intermodal Containers
97144,L-19,8030,Livestock
81632,E-15,2125,Electronics
79182,F-15,1322,Forestry
84696,A-10,2667,Machinery
99745,A-20,8871,Food
64852,C-12,2734,Intermodal Containers
99793,F-15,8548,Goods
96767,F-15,5441,Goods
96433,I-12,4557,Agricultural
88055,A-19,2610,Agricultural
74157,E-17,6450,Chemicals
67576,G-11,7169,Goods
82256,O-14,9682,Agricultural
82457,G-10,8001,Machinery
58496,F-20,5191,Automobiles
53493,P-20,9846,Machinery
92982,C-20,5350,Raw Minerals
54784,O-16,9944,Chemicals
50249,O-10,9869,Automobiles
66342,N-19,2816,Livestock
76125,K-18,7876,Building Materials
88678,L-13,2746,Automobiles
77249,J-14,3050,Goods
83864,B-16,4337,Electronics
57363,C-18,2164,Food
82749,M-15,4095,Electronics
88931,F-10,3725,Oil
64667,E-11,3229,Livestock
72040,F-14,3646,Food
79996,E-13,5284,Intermodal Containers
74683,A-15,7359,Machinery
73491,D-19,5895,Machinery
86516,F-17,1680,Metals
81792,N-11,8829,Intermodal Containers
69640,G-12,7182,Raw Minerals
59904,C-10,8854,Raw Minerals
71064,H-20,4145,Automobiles
65416,O-14,2825,Food
91544,G-13,9431,Goods
94522,J-18,8198,Intermodal Containers
94748,K-15,6596,Forestry
53213,F-16,2001,Food
66034,E-11,2070,Oil
58366,D-14,3267,Automobiles
74594,M-11,1456,Livestock
79292,F-14,6941,Metals
51863,F-10,3669,Raw Minerals
93589,J-10,3734,Livestock
64225,A-20,2675,Building Materials
95053,I-13,9257,Goods
56949,F-14,7795,Building Materials
78083,J-11,3139,Intermodal Containers
57082,E-15,3108,Oil
64122,O-14,7913,Livestock
78880,B-18,9277,Chemicals
62055,M-20,2188,Livestock
93937,D-11,9237,Metals
83972,M-19,6030,Livestock
71061,H-14,1825,Intermodal Containers
92355,C-20,6079,Livestock
90576,D-15,1044,Electronics
58105,C-17,2467,Automobiles
65167,B-15,4023,Machinery
72777,E-12,3162,Oil
65003,L-20,5215,Machinery
61860,L-14,4782,Forestry
71110,K-19,9228,Agricultural
79976,J-11,9552,Food
62846,L-18,3755,Goods
80306,K-14,9179,Agricultural
85512,J-14,1808,Raw Minerals
62016,D-17,4908,Machinery
75511,P-12,5391,Livestock
53811,P-13,3128,Metals
87681,L-16,8608,Machinery
94348,B-16,9461,Agricultural
64754,D-10,2585,Oil
51518,I-14,3548,Raw Minerals
55664,L-14,7115,Electronics
68822,O-19,5976,Oil
80706,E-13,5231,Automobiles
67861,F-19,4002,Machinery
65839,L-12,3440,Livestock
79670,C-13,9780,Agricultural
89615,J-19,3753,Food
52145,P-16,2292,Agricultural
97551,H-12,8685,Oil
93900,D-12,6247,Electronics
60288,O-10,6008,Building Materials
64412,D-10,6141,Metals
59241,P-17,7761,Food
61734,C-11,9846,Automobiles
86190,I-10,6717,Oil
71052,M-19,8513,Automobiles
50180,N-13,9125,Automobiles
86040,F-15,4012,Livestock
84210,O-14,6088,Forestry
87439,H-18,8650,Metals
97425,N-12,3230,Intermodal Containers
93154,O-11,3571,Machinery
88755,K-18,1575,Oil
81499,L-16,4776,Food
68891,O-13,7818,Chemicals
96914,N-17,1741,Raw Minerals
91696,A-18,9041,Oil
61047,F-18,7653,Livestock
50918,G-17,3222,Food
89051,H-13,9627,Chemicals
89811,E-16,2001,Raw Minerals
78336,F-12,4208,Intermodal Containers
71102,B-12,4448,Building Materials
66813,O-11,4252,Automobiles
67384,G-17,5036,Oil
67921,M-20,3939,Automobiles
64032,K-19,8211,Machinery
73834,O-14,5314,Raw Minerals
55919,E-19,3638,Goods
63484,C-20,6393,Livestock
51006,F-13,6968,Building Materials
92596,H-17,5441,Building Materials
53789,P-12,1038,Food
72121,O-17,3122,Forestry
61152,N-12,5467,Metals
92300,N-10,9604,Metals
70697,K-11,9059,Electronics
67607,P-19,2490,Automobiles
50873,L-18,1798,Metals
83478,B-18,6134,Food
86996,E-13,2139,Raw Minerals
54902,N-11,1346,Automobiles
81574,O-14,3111,Oil
86976,P-15,2741,Chemicals
99620,E-15,3149,Metals
71589,J-11,2321,Agricultural
56668,J-19,9149,Raw Minerals
82349,C-14,3320,Electronics
69860,N-18,7315,Metals
66936,D-10,2753,Oil
65971,B-15,2174,Livestock
97775,G-19,1422,Machinery
66977,I-17,5087,Electronics
78091,K-12,8472,Goods
89612,C-14,5839,Goods
86114,N-13,9164,Chemicals
60842,E-13,4307,Machinery
55791,M-17,1323,Building Materials
73211,G-15,8117,Chemicals
74185,I-13,2698,Forestry
83428,F-14,5540,Machinery
78482,L-10,7984,Building Materials
75834,H-11,8604,Building Materials
79145,M-18,9386,Agricultural
55620,M-18,9363,Automobiles
81556,I-19,5053,Machinery
96039,E-17,6969,Automobiles
95271,H-18,6227,Machinery
93206,L-13,3953,Automobiles
66197,J-14,4285,Forestry
61535,P-15,2890,Automobiles
91264,K-15,3125,Forestry
62282,G-12,9147,Oil
60278,B-13,6594,Machinery
61510,M-16,7914,Oil
62143,B-14,1755,Livestock
80524,D-17,2688,Goods
71277,E-14,5795,Agricultural
69229,L-14,7689,Intermodal Containers
85506,N-12,7539,Intermodal Containers
75802,G-18,8619,Automobiles
87700,K-15,3524,Metals
91419,O-13,7151,Oil
54825,C-18,4947,Machinery
79174,J-17,9035,Machinery
96237,I-10,3612,Electronics
53636,N-18,9515,Forestry
56068,I-14,3770,Forestry
63805,K-13,6942,Food
90916,F-14,1546,Intermodal Containers
83012,F-16,6435,Forestry
84168,K-19,3345,Food
65061,B-16,2081,Livestock
59538,J-15,3699,Automobiles
98756,M-12,6583,Food
86980,F-16,2040,Agricultural
85466,G-16,3427,Oil
77439,M-13,8373,Intermodal Containers
89101,H-12,8027,Metals
82061,H-15,2006,Livestock
96639,C-14,5794,Agricultural
64290,P-11,6672,Oil
53896,A-20,2144,Goods
79423,L-16,8039,Livestock
71631,G-14,8752,Food
90281,H-13,6447,Building Materials
87335,D-12,2397,Raw Minerals
56277,G-11,1654,Forestry
59121,A-17,9898,Agricultural
82079,G-15,5692,Chemicals
76420,H-10,2885,Raw Minerals
88764,B-18,1865,Machinery
92795,G-14,5507,Food
54890,B-12,1426,Oil
83440,D-15,6482,Raw Minerals
68545,H-18,2124,Food
94870,P-11,6039,Raw Minerals
90598,O-19,5666,Electronics
87534,G-17,6939,Metals
86770,C-10,2853,Agricultural
94251,J-19,6485,Forestry
67948,K-13,4395,Raw Minerals
77766,M-18,4410,Machinery
83519,O-11,8564,Electronics
68571,H-11,9122,Electronics
73675,O-14,4506,Electronics
92871,H-19,9671,Chemicals
51461,G-15,6510,Machinery
56658,E-20,2221,Forestry
95968,E-19,4750,Intermodal Containers
82506,B-12,3666,Goods
61946,G-20,9523,Machinery
56598,N-10,5086,Intermodal Containers
97694,P-20,3550,Electronics
61880,E-15,4694,Metals
51866,G-13,9570,Metals
64358,M-19,3373,Forestry
82082,J-10,2387,Oil
91203,M-16,9616,Building Materials
97533,M-10,6677,Food
73354,I-12,4351,Agricultural
50185,E-18,7077,Food
77123,J-10,5139,Electronics
62578,D-16,8731,Automobiles
52761,N-10,1640,Building Materials
73342,G-15,7114,Metals
89426,D-16,7563,Raw Minerals
68002,G-10,1248,Intermodal Containers
92616,G-10,4353,Chemicals
52399,G-14,5481,Chemicals
91224,N-17,9309,Raw Minerals
95927,H-15,5007,Chemicals
86903,A-10,8181,Food
66213,I-13,9208,Building Materials
71543,A-11,2352,Oil
82202,J-17,2445,Forestry
67322,D-10,6277,Agricultural
99478,N-17,7928,Agricultural
86761,N-20,4164,Metals
63024,J-11,3234,Oil
95916,H-17,6030,Automobiles
75038,O-17,1193,Oil
70788,H-16,8077,Automobiles
98627,G-10,8191,Machinery
69941,E-12,1375,Automobiles
59583,L-13,2781,Food
99954,I-15,9782,Food
53448,O-13,1157,Metals
61512,P-11,6408,Oil
85663,G-12,8375,Food
88313,I-12,7820,Agricultural
77855,I-19,8982,Food
96823,A-11,8789,Forestry
81112,E-17,8330,Chemicals
98604,L-16,2634,Agricultural
99267,D-16,4837,Forestry
78251,O-15,2245,Agricultural
95628,H-12,4713,Oil
84649,G-18,2482,Goods
53948,L-11,7958,Automobiles
99105,B-20,6635,Food
50151,O-20,2662,Metals
94320,N-11,8483,Electronics
54862,C-19,6762,Intermodal Containers
59005,L-18,6944,Metals
78413,F-11,6985,Livestock
76336,H-19,7004,Machinery
58208,J-10,7023,Chemicals
81886,O-19,3763,Oil
67866,L-15,8042,Chemicals
68527,N-15,6133,Automobiles
96194,L-19,5147,Intermodal Containers
72051,E-10,1786,Machinery
95729,E-14,8925,Automobiles
75634,G-14,8112,Goods
51090,B-20,1888,Machinery
92850,A-10,5068,Oil
77125,L-19,4134,Oil
62919,E-17,8973,Machinery
57789,H-16,8148,Oil
90680,I-18,5293,Forestry
52868,N-18,4898,Forestry
66237,M-19,2425,Electronics
88292,B-19,1931,Machinery
62378,B-18,9471,Electronics
51710,N-14,6369,Goods
52240,J-20,1081,Machinery
81816,N-14,1468,Building Materials
83765,H-16,1460,Forestry
65865,B-15,2749,Livestock
88351,K-14,8630,Metals
87453,L-14,8981,Agricultural
69830,I-17,6284,Goods
60513,E-18,9864,Goods
51941,J-17,2855,Agricultural
55210,J-11,1138,Electronics
79871,N-14,1761,Building Materials
86033,A-14,7608,Building Materials
89255,G-12,1846,Forestry
98924,F-17,7511,Livestock
72007,C-12,4075,Food
81434,L-19,6835,Chemicals
82793,C-13,5536,Raw Minerals
59632,G-20,1030,Building Materials
64366,B-20,9979,Oil
82816,A-14,2213,Forestry
80216,E-14,7912,Chemicals
62318,L-13,5207,Electronics
56719,K-10,2389,Forestry
73730,B-19,8553,Automobiles
79772,I-14,6061,Machinery
93565,M-10,2193,Building Materials
71162,L-18,2416,Metals
96994,A-20,8178,Raw Minerals
86287,N-20,1711,Building Materials
86608,O-16,1274,Machinery
78569,D-17,5075,Electronics
91521,B-18,2095,Metals
84052,B-11,2878,Forestry
87542,H-19,1257,Metals
94751,A-11,9689,Goods
90862,M-12,8428,Chemicals
75386,G-17,4353,Raw Minerals
90565,C-18,3822,Forestry
55217,N-20,2310,Livestock
75913,I-15,5720,Livestock
64332,E-11,1383,Raw Minerals
83770,A-14,6841,Building Materials
77717,P-13,4304,Oil
72161,H-17,4941,Machinery
61762,M-19,6865,Electronics
87488,B-11,4937,Forestry
89864,N-12,8482,Metals
60451,P-13,2949,Building Materials
55367,C-20,6601,Raw Minerals
88642,A-18,1969,Forestry
55932,A-18,9539,Food
96165,C-18,4923,Forestry
98365,I-18,4028,Oil
92333,A-11,7829,Oil
89994,A-12,8672,Raw Minerals
86955,P-13,2748,Building Materials
75473,N-19,2357,Chemicals
69910,B-13,6080,Metals
74801,G-19,4550,Oil
85507,E-10,1969,Chemicals
63573,F-11,8473,Raw Minerals
71136,A-10,3751,Metals
53108,I-10,4057,Electronics
67100,B-16,3012,Automobiles
77645,C-18,4466,Agricultural
77034,G-17,5076,Building Materials
57044,B-19,1588,Agricultural
80084,B-18,1295,Raw Minerals
69087,D-17,9338,Electronics
52225,P-11,3569,Food
78636,M-20,6673,Building Materials
85443,C-17,4523,Forestry
87900,I-11,3248,Agricultural
51093,N-16,9905,Raw Minerals
86322,J-15,5989,Electronics
97355,C-13,1874,Machinery
54665,N-14,4491,Chemicals
77726,H-12,9522,Goods
82040,M-18,1783,Forestry
95708,I-14,3993,Goods
68479,A-17,1759,Electronics
96399,B-20,3612,Food
52577,G-13,4339,Metals
99548,C-14,1940,Building Materials
71228,I-13,7667,Electronics
69280,H-11,4826,Intermodal Containers
72473,C-18,3748,Chemicals
52327,A-11,7708,Automobiles
83669,K-11,1862,Forestry
86691,I-14,5976,Intermodal Containers
50742,B-11,2917,Oil
87696,H-13,7837,Oil
95081,I-14,2595,Intermodal Containers
58183,D-16,8078,Oil
68779,H-17,8916,Forestry
60822,L-12,1706,Metals
82430,E-16,3171,Electronics
62807,A-14,7715,Agricultural
69603,L-11,6993,Building Materials
86320,N-18,8007,Intermodal Containers
59074,G-15,5161,Forestry
52652,E-19,5615,Metals
88704,C-12,3063,Oil
80921,E-12,8937,Food
72168,F-11,9241,Raw Minerals
73528,M-15,3255,Metals
50253,E-10,5270,Livestock
89607,J-19,4000,Agricultural
51133,H-12,8002,Food
99172,I-15,4333,Intermodal Containers
67567,A-11,3959,Agricultural
54769,I-20,6204,Forestry
80164,E-18,1180,Intermodal Containers
56020,D-10,9091,Agricultural
65773,D-20,8109,Automobiles
92169,J-15,4636,Electronics
94225,D-16,3954,Automobiles
81832,J-12,1175,Automobiles
76575,E-14,5684,Automobiles
75537,F-16,2440,Food
57762,B-17,2793,Automobiles
55399,B-16,6593,Livestock
62804,A-19,6676,Livestock
80450,B-11,9524,Machinery
99142,J-13,5229,Electronics
59926,I-18,3208,Food
67939,B-19,2935,Raw Minerals
98803,A-11,8812,Metals
76402,P-12,8166,Metals
84073,P-12,7095,Raw Minerals
90324,D-12,9366,Oil
59051,G-16,8402,Raw Minerals
91540,E-14,5166,Oil
70114,B-19,6752,Intermodal Containers
79714,G-10,3779,Machinery
62392,F-16,8787,Chemicals
56813,D-20,6082,Metals
64119,N-18,9452,Raw Minerals
83047,B-13,5434,Goods
79168,L-17,7090,Machinery
90930,M-11,2732,Intermodal Containers
94972,D-13,8222,Food
99146,B-10,9455,Electronics
57734,G-14,8266,Oil
86604,H-20,2041,Livestock
98080,C-17,9900,Goods
55437,F-12,1113,Machinery
61974,C-15,3691,Goods
54754,F-10,2596,Livestock
60948,J-17,1090,Chemicals
59949,E-19,2862,Oil
51437,M-10,1028,Forestry
86763,E-10,4100,Oil
81378,O-17,2298,Electronics
72341,O-20,7984,Livestock
54926,F-16,9663,Electronics
54236,L-11,1229,Chemicals
63189,J-19,9864,Machinery
96474,I-12,6570,Building Materials
68733,F-17,1552,Agricultural
97307,N-19,7721,Livestock
69183,P-13,1005,Machinery
59875,J-20,4693,Food
81610,D-20,1492,Goods
69579,C-19,2992,Forestry
97168,M-10,3185,Building Materials
87136,H-16,6075,Forestry
96435,M-13,8703,Goods
74603,E-16,7769,Metals
52863,O-16,7546,Electronics
54612,D-17,9775,Electronics
54531,K-12,7468,Machinery
58323,H-14,2280,Agricultural
79460,E-15,1708,Building Materials
95588,P-17,1617,Building Materials
63847,F-19,8042,Raw Minerals
68744,L-19,9557,Goods
53168,K-16,5593,Building Materials
65006,B-10,7848,Machinery
70960,G-12,3162,Intermodal Containers
69428,K-12,4874,Automobiles
90861,B-20,6652,Forestry
88859,N-20,7341,Chemicals
71554,L-11,9872,Food
85850,P-20,9104,Forestry
82054,I-15,5371,Intermodal Containers
90857,D-14,4833,Machinery
94434,K-16,7262,Intermodal Containers
63612,H-20,7407,Building Materials
86335,I-20,8367,Machinery
76750,E-10,7986,Metals
72782,F-10,1976,Building Materials
60454,A-12,5689,Food
98423,M-18,2863,Electronics
84641,K-18,7750,Building Materials
77590,F-13,9630,Intermodal Containers
89761,P-14,5588,Building Materials
67208,L-19,7872,Food
82619,I-17,5635,Agricultural
80622,J-17,6539,Forestry
84059,B-13,1447,Building Materials
74826,H-12,5631,Raw Minerals
69359,P-17,2400,Food
84289,C-16,6431,Forestry
62056,K-10,7985,Food
56554,I-13,7342,Forestry
78065,D-10,1325,Automobiles
94933,C-20,9000,Forestry
61917,M-17,8349,Goods
