SerialNumber,Model,Capacity,CargoGroup
10467,G-13,6163,Electronics
17388,D-20,1013,Agricultural
39800,P-15,5887,Agricultural
46583,N-16,6755,Building Materials
23338,I-17,5166,Building Materials
39160,G-15,4389,Electronics
23736,O-12,2222,Raw Minerals
45497,C-14,7062,Food
40976,G-17,4849,Automobiles
15077,I-12,2701,Machinery
33620,G-10,6538,Automobiles
33338,A-12,7835,Oil
20480,G-19,7478,Intermodal Containers
20481,M-10,3651,Raw Minerals
45901,D-17,8328,Livestock
11425,O-18,5267,Food
10316,N-14,4964,Chemicals
19356,A-19,8936,Agricultural
31697,I-12,4015,Goods
29284,D-15,3829,Metals
19239,H-12,3610,Oil
15805,E-13,8594,Livestock
36964,A-20,6952,Automobiles
12702,G-20,8748,Chemicals
12949,L-12,2387,Oil
38862,O-17,5374,Forestry
46921,E-13,6916,Intermodal Containers
41571,L-20,4971,Livestock
49196,I-14,6465,Forestry
37525,G-19,2667,Intermodal Containers
30130,L-18,4117,Raw Minerals
40362,C-16,5183,Livestock
30822,I-17,4316,Machinery
16142,J-20,9940,Machinery
10626,C-19,6290,Chemicals
25025,A-12,4115,Food
11772,K-20,8413,Electronics
15220,F-13,5965,Agricultural
30989,M-15,3524,Goods
49743,J-16,1194,Raw Minerals
35392,P-17,6835,Metals
40682,L-19,1925,Forestry
33716,G-11,5442,Electronics
10883,L-17,3471,Agricultural
28226,E-13,9951,Metals
10287,C-11,1010,Automobiles
49752,E-10,5585,Machinery
47338,K-15,6147,Electronics
28527,A-14,6637,Agricultural
38818,O-19,5700,Metals
46658,F-15,9025,Livestock
24704,F-11,8752,Goods
11134,B-12,4571,Automobiles
48352,B-12,1076,Livestock
28941,L-19,5171,Automobiles
40091,P-10,8679,Intermodal Containers
14862,A-19,5239,Oil
33309,F-20,6104,Automobiles
36808,G-17,5959,Agricultural
44819,N-12,9641,Chemicals
23871,L-11,2930,Intermodal Containers
27737,G-12,5171,Metals
19197,J-19,7266,Electronics
46354,D-17,9199,Forestry
29511,P-13,8694,Raw Minerals
21246,C-18,4695,Livestock
24616,K-11,7946,Goods
14986,L-17,5086,Goods
42816,O-20,8119,Forestry
31807,E-12,5092,Machinery
27168,I-20,7319,Agricultural
36261,A-16,3282,Oil
19269,P-16,4835,Agricultural
25911,A-18,9251,Agricultural
49864,M-13,3725,Chemicals
20027,E-18,9485,Metals
46210,O-12,1278,Oil
32328,D-13,4198,Building Materials
20891,B-12,3282,Forestry
38471,E-10,3546,Electronics
33556,J-19,2323,Agricultural
30637,P-10,6015,Chemicals
35673,L-13,1746,Forestry
46034,P-12,7038,Chemicals
26127,M-17,7728,Forestry
44342,E-18,8340,Electronics
45121,B-13,9113,Raw Minerals
33342,H-18,9086,Automobiles
14278,F-10,8923,Intermodal Containers
41556,K-10,1272,Metals
39860,J-17,4937,Livestock
28345,K-13,8992,Building Materials
46699,G-13,4719,Electronics
25007,B-10,7747,Chemicals
18411,H-17,9867,Machinery
26549,E-16,8000,Electronics
16521,E-20,2997,Forestry
48313,J-15,5487,Food
46478,J-12,2593,Metals
12355,I-19,2910,Machinery
47997,L-10,5888,Agricultural
48847,F-17,1811,Chemicals
21855,D-15,3446,Livestock
49530,C-15,9341,Raw Minerals
22134,G-17,8096,Chemicals
16991,J-18,7331,Forestry
32278,N-15,8795,Oil
40677,B-15,7986,Oil
39154,B-14,9339,Chemicals
11136,P-19,2440,Machinery
31541,G-16,9004,Goods
22437,D-17,3700,Oil
43205,G-17,9004,Food
48469,P-17,2958,Raw Minerals
30229,O-17,2336,Agricultural
23229,K-14,3931,Goods
32915,B-20,4584,Raw Minerals
19050,N-11,5292,Raw Minerals
13428,J-12,9116,Intermodal Containers
17373,F-18,4654,Electronics
10232,H-16,2349,Livestock
19899,A-20,5932,Building Materials
34420,F-10,4714,Automobiles
23911,B-17,9278,Intermodal Containers
18551,E-17,9396,Chemicals
20884,G-12,5405,Forestry
15169,J-16,8552,Agricultural
34044,D-11,8558,Food
29193,J-14,5493,Building Materials
30231,E-11,3632,Metals
43868,E-10,1401,Metals
34834,H-14,9283,Machinery
27648,P-20,7615,Goods
26998,H-13,6241,Automobiles
18654,E-14,7084,Electronics
45311,N-11,5215,Agricultural
29745,G-10,2596,Chemicals
49747,M-18,1348,Oil
35114,P-11,6965,Raw Minerals
19805,G-16,2558,Food
12194,E-16,4531,Automobiles
27120,L-12,7078,Food
30478,A-18,4008,Food
10797,E-15,1122,Livestock
27420,I-15,4540,Chemicals
19978,M-15,8219,Forestry
18475,H-16,7031,Building Materials
26337,D-19,5235,Chemicals
17597,I-18,7370,Raw Minerals
15315,F-15,2461,Livestock
46365,F-10,3921,Raw Minerals
34566,N-11,8882,Food
47653,N-14,6701,Forestry
42884,L-19,3400,Livestock
43934,O-18,2942,Oil
22475,C-18,1695,Automobiles
39805,E-10,1637,Metals
41356,K-10,8618,Building Materials
30121,I-17,5880,Chemicals
25957,G-15,4109,Intermodal Containers
26148,D-13,1518,Automobiles
13558,F-10,1561,Forestry
17793,H-13,7052,Building Materials
43448,C-19,9985,Goods
27603,A-18,9010,Metals
37170,J-20,2700,Agricultural
28978,C-13,4948,Agricultural
36571,F-15,5337,Intermodal Containers
46877,F-16,3602,Electronics
28322,I-18,8734,Oil
46425,O-11,4188,Goods
38778,D-12,5434,Machinery
27978,L-19,5882,Agricultural
13592,O-19,9313,Raw Minerals
49949,L-16,4835,Automobiles
10840,P-18,7867,Chemicals
44386,F-15,8265,Electronics
37101,E-16,2280,Goods
42402,C-16,1541,Agricultural
19753,H-18,8971,Goods
36198,O-17,3285,Automobiles
46437,B-11,5520,Automobiles
28283,N-18,5865,Automobiles
37179,P-11,8472,Forestry
48745,P-14,9742,Livestock
47884,B-13,7595,Livestock
14249,A-13,1491,Agricultural
10036,P-10,7824,Metals
18504,D-16,3902,Livestock
48723,E-18,7352,Intermodal Containers
27632,E-16,6701,Building Materials
24236,H-10,6497,Forestry
39925,I-11,4803,Building Materials
15544,D-16,8749,Machinery
26045,J-11,7490,Oil
35981,P-13,4098,Automobiles
27473,B-10,4834,Automobiles
25963,M-19,6401,Food
43178,A-15,3963,Intermodal Containers
49721,L-11,5206,Machinery
39417,I-15,2067,Electronics
48013,J-10,2579,Forestry
19062,C-11,3783,Intermodal Containers
42472,A-14,3882,Agricultural
38811,O-20,7019,Machinery
18936,H-13,4784,Building Materials
39797,G-17,3267,Metals
35753,H-20,7394,Raw Minerals
14076,N-19,6709,Forestry
21059,B-15,5129,Metals
44534,B-10,8040,Forestry
14202,E-16,3368,Intermodal Containers
48125,N-10,3092,Building Materials
33635,J-10,6672,Food
31798,F-20,8491,Agricultural
24919,H-15,7355,Electronics
31772,F-17,1059,Machinery
39930,I-18,2799,Machinery
40257,D-10,6199,Metals
46570,H-17,4761,Agricultural
13917,M-18,1351,Machinery
14846,P-12,3367,Livestock
34910,N-18,5243,Food
46404,H-10,9003,Electronics
17901,H-19,5017,Livestock
44146,I-19,8791,Metals
12910,E-19,8040,Forestry
47946,G-17,4532,Goods
12922,D-11,3928,Intermodal Containers
45473,B-13,3746,Chemicals
32367,K-20,4184,Building Materials
13401,E-19,6014,Raw Minerals
41532,K-11,5826,Building Materials
38306,E-12,6710,Livestock
35366,E-15,5972,Livestock
17614,A-12,8839,Building Materials
29460,B-10,2093,Intermodal Containers
45125,K-20,5435,Automobiles
13164,E-10,5374,Agricultural
18405,F-20,1413,Intermodal Containers
26250,P-18,4567,Food
26483,O-15,7902,Raw Minerals
47985,D-16,9078,Chemicals
14379,F-20,6529,Automobiles
44533,A-10,3303,Livestock
49516,D-14,8411,Machinery
39131,I-20,8202,Building Materials
31805,A-11,2153,Machinery
19631,B-11,8529,Electronics
32876,E-11,4074,Food
32216,I-19,9069,Agricultural
33639,H-11,1412,Building Materials
39208,N-13,2441,Raw Minerals
45155,P-17,3423,Oil
41443,F-13,9304,Intermodal Containers
48429,B-20,1234,Metals
12124,I-10,6023,Food
37873,F-11,2861,Machinery
10514,N-18,4218,Food
40084,E-18,1571,Intermodal Containers
28968,B-15,6346,Intermodal Containers
14553,E-16,1301,Automobiles
45858,L-12,8377,Intermodal Containers
13149,A-17,3726,Chemicals
13763,E-19,7176,Food
49719,C-18,5078,Metals
12622,O-15,7135,Raw Minerals
27875,K-16,1623,Goods
44108,D-11,1496,Agricultural
36153,O-20,8676,Goods
41520,H-10,3826,Building Materials
27507,E-16,2027,Raw Minerals
36773,H-15,6047,Machinery
15980,E-19,4200,Metals
18424,D-18,3579,Machinery
39005,H-13,2555,Building Materials
36679,F-18,8205,Metals
36876,A-16,6855,Goods
17026,I-11,6619,Goods
17531,G-16,6393,Food
28774,C-18,8780,Food
20308,P-12,1472,Raw Minerals
45071,I-14,2790,Chemicals
20864,O-17,4245,Electronics
34550,F-20,3640,Metals
14734,F-20,5281,Intermodal Containers
39483,P-14,4793,Chemicals
31679,G-10,2312,Oil
41994,K-13,2807,Raw Minerals
11452,M-20,5131,Goods
10331,O-11,2654,Machinery
32193,E-13,9431,Raw Minerals
40600,P-13,9800,Chemicals
26080,D-12,6865,Machinery
34434,E-18,5284,Machinery
46104,F-13,7241,Food
32900,L-16,5021,Metals
29087,P-19,1163,Forestry
46344,D-19,1493,Metals
24034,C-15,1656,Oil
13803,D-14,7915,Machinery
44795,J-13,4661,Metals
47079,A-13,5359,Chemicals
37066,B-11,3769,Forestry
29309,O-14,8926,Intermodal Containers
24337,C-10,5693,Metals
26500,I-14,9744,Raw Minerals
16274,E-14,4835,Goods
30857,F-14,5600,Automobiles
24886,G-17,7238,Agricultural
26992,F-20,4954,Chemicals
14153,H-10,5902,Agricultural
23924,J-20,8545,Oil
13564,F-20,7942,Goods
38099,D-20,4021,Automobiles
41124,D-12,4336,Building Materials
30781,N-17,3452,Agricultural
26180,L-13,2950,Chemicals
30439,J-20,3203,Forestry
36670,H-13,9719,Intermodal Containers
23975,F-16,9183,Forestry
39234,P-15,9950,Building Materials
39904,H-20,7333,Machinery
37804,P-20,2221,Goods
36724,A-13,8325,Machinery
34807,I-10,7859,Agricultural
26278,O-17,2878,Livestock
15770,I-12,7098,Livestock
21413,M-19,8109,Agricultural
40943,A-14,6680,Raw Minerals
44095,M-16,8520,Oil
25488,H-10,3209,Food
33043,A-13,1070,Automobiles
44967,C-10,4597,Oil
32283,O-17,7532,Building Materials
24060,G-16,9891,Oil
35515,H-11,2464,Agricultural
18705,D-19,4641,Goods
32591,K-13,1199,Oil
21094,C-17,2160,Chemicals
21058,E-17,6656,Intermodal Containers
47871,C-15,2362,Oil
31500,N-10,3067,Building Materials
36026,L-17,5024,Metals
19099,I-11,5128,Agricultural
21857,A-16,3170,Electronics
46983,M-12,2966,Metals
27387,O-19,6902,Forestry
13671,A-13,9013,Livestock
37131,F-16,6434,Electronics
48153,C-11,6560,Automobiles
25131,F-19,3836,Metals
32702,H-15,2462,Agricultural
49055,B-14,4487,Building Materials
34007,B-18,6315,Food
42544,O-18,4477,Goods
17214,B-16,6640,Goods
28095,E-12,3249,Forestry
25697,P-14,7957,Agricultural
24949,M-16,3792,Food
39997,K-10,2182,Forestry
44490,E-19,7078,Food
45334,H-20,6671,Forestry
28215,K-10,9331,Forestry
18685,K-10,9632,Metals
30764,F-15,4848,Intermodal Containers
28655,G-20,3872,Livestock
20806,O-11,7393,Metals
49392,A-14,1837,Agricultural
25011,B-13,1837,Electronics
14485,I-20,1190,Raw Minerals
36209,O-11,8900,Forestry
29620,O-10,6453,Goods
10730,G-20,3240,Livestock
40825,D-11,5627,Food
35853,K-12,7476,Chemicals
34143,B-16,8428,Oil
21777,B-20,1785,Metals
31097,A-17,7927,Agricultural
28563,O-10,4627,Livestock
46179,K-13,4723,Automobiles
48943,O-16,5293,Raw Minerals
26361,O-10,8078,Electronics
32343,E-13,6879,Machinery
11813,I-13,1225,Chemicals
44716,L-14,3850,Oil
29914,I-16,5441,Automobiles
36826,G-18,4373,Metals
39678,M-15,2006,Food
20798,P-17,7340,Automobiles
21321,M-17,2925,Machinery
28621,N-18,1398,Food
16205,E-14,2457,Raw Minerals
25940,A-15,2368,Electronics
28682,P-14,4121,Chemicals
42866,C-15,8844,Goods
19452,O-17,1092,Machinery
29119,C-19,7729,Metals
20740,N-14,7115,Raw Minerals
14106,L-20,8807,Intermodal Containers
42346,G-13,8242,Agricultural
48111,L-17,6713,Livestock
19151,A-12,8584,Building Materials
48212,G-18,4490,Machinery
43388,D-12,9234,Agricultural
17555,B-18,9793,Food
23039,H-17,4462,Intermodal Containers
45655,F-14,3983,Oil
34224,B-14,7772,Livestock
19500,J-17,5716,Forestry
32350,J-13,1381,Goods
16697,I-19,3731,Intermodal Containers
46800,L-19,3914,Building Materials
25157,F-11,9853,Oil
32064,E-17,1390,Goods
49307,O-12,4071,Electronics
40688,F-16,5129,Machinery
48976,N-16,7321,Intermodal Containers
40870,B-12,2220,Metals
16884,P-13,8444,Building Materials
38749,A-13,6784,Food
37126,M-13,2179,Forestry
11028,E-10,8895,Building Materials
15165,M-17,1182,Livestock
32430,I-11,1352,Livestock
33698,G-18,9362,Building Materials
21079,A-14,9702,Building Materials
22997,N-14,9715,Automobiles
31700,H-19,5088,Electronics
30852,B-18,8285,Livestock
20879,E-15,6210,Automobiles
14182,O-14,2171,Chemicals
24830,F-14,4259,Chemicals
30247,I-18,8664,Goods
32648,M-15,9472,Livestock
21376,P-11,1160,Chemicals
37558,B-13,4717,Food
48537,M-15,4076,Food
13106,D-18,9962,Livestock
44123,H-16,3994,Goods
18571,H-17,9142,Metals
39387,D-15,3712,Building Materials
21363,F-10,9389,Goods
39841,E-12,5576,Machinery
18233,K-11,8202,Food
40358,G-14,4940,Forestry
29091,L-13,5471,Forestry
49894,F-15,3370,Electronics
39724,D-13,1960,Food
49439,J-15,9025,Automobiles
15846,G-20,5319,Agricultural
25005,O-20,8372,Oil
10888,J-18,1167,Intermodal Containers
40018,A-16,5652,Building Materials
27442,K-10,2213,Electronics
20842,E-18,6637,Livestock
32033,L-20,3498,Machinery
13507,B-16,1858,Electronics
30745,D-13,4770,Raw Minerals
25992,I-11,8569,Agricultural
10153,B-18,7412,Forestry
11286,J-14,1335,Intermodal Containers
41030,I-11,3984,Agricultural
20137,H-17,8103,Oil
19844,N-18,7826,Oil
40325,K-13,9576,Electronics
18588,F-15,3630,Food
46946,J-13,8225,Agricultural
45489,B-11,7427,Agricultural
26274,O-11,2022,Oil
20313,D-13,7200,Food
43211,H-10,8068,Oil
13792,I-17,4118,Building Materials
25183,M-15,6936,Building Materials
26195,O-13,3580,Chemicals
30533,L-15,4089,Livestock
10846,A-19,5842,Oil
13118,B-14,2673,Machinery
45428,C-18,9876,Agricultural
29494,I-11,5452,Livestock
42371,D-13,6349,Goods
31439,N-13,6930,Goods
41067,J-19,1659,Goods
15187,L-20,9670,Raw Minerals
37889,C-13,9236,Building Materials
40236,J-20,5944,Intermodal Containers
21679,E-14,5542,Oil
48136,C-13,7449,Food
43312,O-10,9589,Raw Minerals
24997,I-19,6655,Oil
12206,D-19,7971,Food
24182,K-15,5414,Oil
30847,B-15,3740,Automobiles
46388,I-16,1543,Agricultural
39140,K-17,3090,Machinery
49014,A-13,7989,Automobiles
36291,P-15,4812,Goods
14678,E-10,1560,Forestry
15509,O-20,6369,Metals
10784,C-15,1648,Metals
49417,N-13,7786,Metals
34336,O-19,3349,Metals
40498,C-11,5343,Building Materials
42856,I-12,2102,Machinery
25464,A-10,8914,Food
31159,P-15,1005,Machinery
20951,E-13,6398,Building Materials
45323,A-19,7366,Automobiles
16468,O-18,5740,Building Materials
14898,P-17,4203,Chemicals
15876,H-20,2114,Chemicals
44575,L-14,3734,Food
20108,E-10,7356,Agricultural
23663,F-20,7789,Food
12462,G-11,3958,Automobiles
41995,O-20,5464,Livestock
41311,P-12,5484,Metals
16098,N-14,5217,Food
19116,O-15,4796,Intermodal Containers
24665,M-13,6373,Agricultural
21509,M-15,1284,Electronics
32638,A-17,2903,Livestock
25329,L-15,4722,Machinery
16042,K-11,5772,Automobiles
22019,K-19,5604,Chemicals
43251,C-13,6484,Agricultural
38860,E-10,3790,Oil
37399,L-10,9638,Building Materials
22350,L-12,1370,Metals
49898,I-10,5661,Forestry
36053,D-15,3751,Intermodal Containers
46444,F-14,1467,Electronics
26933,M-11,3970,Forestry
12081,J-14,2887,Oil
33344,B-14,7630,Livestock
23355,N-20,3298,Livestock
30479,C-16,1309,Goods
38390,D-10,7474,Food
21493,O-16,7747,Livestock
16253,C-13,2949,Machinery
23874,I-17,2770,Raw Minerals
29416,I-13,8588,Forestry
44068,L-20,3096,Livestock
44563,O-18,6797,Forestry
38595,E-13,7249,Intermodal Containers
19804,D-16,6691,Raw Minerals
24552,E-18,9723,Machinery
37245,J-17,3807,Oil
23750,C-13,8053,Metals
44620,L-16,8391,Livestock
48292,E-16,2507,Metals
32803,N-10,1448,Intermodal Containers
11167,M-15,8955,Building Materials
23188,J-11,8185,Machinery
20958,J-15,5644,Forestry
32817,N-19,8997,Food
23490,E-13,2735,Building Materials
12074,B-14,6907,Automobiles
40006,A-16,6342,Forestry
18143,M-10,1808,Chemicals
25853,I-19,6456,Agricultural
36409,L-10,8528,Raw Minerals
41752,D-20,5824,Metals
48812,B-14,8574,Agricultural
34698,P-18,5548,Forestry
15772,J-17,8214,Metals
49240,I-17,4428,Forestry
34247,K-10,9164,Machinery
18629,G-13,3111,Food
10706,B-19,6143,Forestry
17055,C-15,6590,Automobiles
19290,P-19,9550,Food
49156,J-17,3906,Agricultural
17358,P-12,1202,Automobiles
16341,J-19,8368,Building Materials
29168,L-20,4166,Building Materials
16960,N-20,9778,Chemicals
34611,P-18,4813,Metals
11255,F-13,8515,Machinery
44998,E-11,4205,Building Materials
12414,B-13,5259,Electronics
29969,F-11,5569,Automobiles
46535,A-15,6689,Forestry
49645,A-20,1816,Agricultural
44268,P-15,1480,Food
22984,B-13,1110,Building Materials
31564,F-16,3408,Oil
44013,H-19,8531,Oil
38870,H-19,1900,Oil
49657,N-17,5322,Goods
39572,A-19,5628,Goods
16518,F-20,1934,Machinery
31184,A-11,2209,Machinery
45609,B-17,5354,Oil
16805,C-19,8423,Raw Minerals
33652,B-18,2265,Oil
12525,A-14,5683,Livestock
16837,M-20,1623,Automobiles
13832,J-13,3273,Agricultural
26721,B-17,2862,Intermodal Containers
40132,B-14,3131,Electronics
48195,H-14,8375,Chemicals
36335,H-18,2781,Chemicals
36337,K-19,2648,Metals
37043,H-10,5329,Automobiles
13066,F-10,4346,Goods
44789,A-15,9969,Machinery
46601,K-17,4926,Machinery
49017,P-11,3526,Machinery
27883,H-11,3094,Oil
19561,N-11,1908,Building Materials
41306,N-17,4294,Chemicals
32189,C-17,3082,Chemicals
43199,L-16,6347,Chemicals
41056,O-14,1506,Metals
47890,E-10,8928,Livestock
27127,M-16,6739,Automobiles
34102,H-19,1362,Intermodal Containers
34355,A-11,5223,Forestry
31664,M-17,6922,Metals
43043,M-16,4024,Building Materials
39380,N-20,8931,Building Materials
26905,G-10,2496,Agricultural
22222,G-18,5144,Livestock
47732,M-11,9578,Electronics
36380,B-18,5966,Metals
29305,J-18,1358,Electronics
27789,P-16,7167,Electronics
26940,I-13,2508,Agricultural
46585,I-16,7401,Forestry
48826,C-13,8114,Forestry
34775,H-18,7667,Oil
28807,K-10,1844,Forestry
24464,G-13,2089,Building Materials
41763,H-17,2413,Chemicals
35014,K-11,5030,Building Materials
39737,F-19,8289,Oil
26498,D-14,8073,Building Materials
20421,G-14,2081,Raw Minerals
30558,D-15,9647,Goods
44590,B-10,8696,Raw Minerals
38674,A-12,9864,Chemicals
13043,C-16,8586,Goods
13731,H-18,2525,Oil
10304,B-11,1075,Machinery
40642,P-19,8955,Chemicals
28887,M-12,1469,Oil
47365,J-12,4016,Raw Minerals
28556,O-11,9032,Forestry
17357,H-20,7649,Food
34408,N-17,2648,Livestock
25842,I-13,3730,Raw Minerals
48817,F-15,2828,Raw Minerals
20216,C-20,3957,Machinery
25180,P-11,1727,Livestock
26453,K-14,3667,Livestock
34021,C-13,9982,Metals
14595,P-18,4651,Agricultural
26097,K-18,8961,Goods
45780,P-11,3353,Forestry
11358,G-18,4740,Oil
29059,G-16,2239,Forestry
27616,N-16,9277,Livestock
19864,C-17,3401,Machinery
44744,G-10,7707,Chemicals
40915,K-12,4813,Livestock
19632,L-18,1539,Intermodal Containers
39232,L-12,8271,Food
39600,J-13,7713,Raw Minerals
25159,C-11,2294,Automobiles
21385,G-13,3501,Metals
47164,P-15,3034,Machinery
48048,J-18,7224,Automobiles
35385,K-12,8439,Building Materials
46758,B-20,7578,Oil
24195,E-18,2813,Automobiles
40426,A-17,1633,Livestock
33287,K-20,8344,Machinery
16471,M-10,9212,Machinery
46338,I-15,9931,Building Materials
42962,P-15,2866,Raw Minerals
17547,K-15,6757,Goods
24710,C-10,8812,Electronics
21398,C-12,2117,Livestock
21451,E-17,2707,Metals
27822,P-19,5052,Raw Minerals
14014,H-13,8972,Forestry
22060,F-10,3056,Raw Minerals
14074,K-19,6946,Building Materials
32596,B-12,7579,Food
16513,K-12,2586,Electronics
43414,E-18,3113,Forestry
48387,G-11,3632,Machinery
19636,A-12,9419,Chemicals
33213,I-14,5995,Food
26459,D-11,3578,Forestry
32114,P-14,6390,Metals
41602,O-14,7996,Livestock
22951,O-17,6621,Goods
28472,N-15,7719,Food
35151,O-17,8470,Chemicals
49561,M-16,7238,Building Materials
49122,I-15,3466,Machinery
17759,E-17,3188,Food
32738,O-17,8167,Building Materials
14222,K-12,5634,Food
17110,C-20,7835,Automobiles
35910,F-16,3697,Intermodal Containers
18613,J-16,4815,Forestry
38014,G-18,8109,Machinery
36384,F-19,4021,Livestock
16065,O-17,5486,Agricultural
33580,A-15,2930,Forestry
41658,D-19,2587,Electronics
27730,N-15,4121,Intermodal Containers
44840,M-17,6308,Goods
33669,D-18,5738,Intermodal Containers
18082,E-16,5998,Food
21328,A-18,8159,Oil
18037,K-14,1323,Raw Minerals
14622,G-15,5473,Chemicals
41635,O-15,8402,Chemicals
43535,D-16,1297,Intermodal Containers
37434,K-14,6957,Automobiles
33545,I-10,5595,Food
10992,N-12,9441,Goods
20217,O-15,4138,Automobiles
31760,O-19,3647,Metals
44362,N-14,3064,Chemicals
25352,K-11,6490,Electronics
36044,I-18,9736,Agricultural
33843,P-18,3796,Oil
11192,J-18,7163,Goods
38202,L-16,4410,Forestry
10233,M-15,6472,Raw Minerals
25718,K-14,8659,Metals
36463,F-20,9857,Metals
23263,J-15,2576,Intermodal Containers
18248,E-11,1041,Metals
20800,L-10,8454,Oil
17324,M-17,5983,Livestock
39521,G-16,1509,Automobiles
32568,F-16,4520,Building Materials
49061,G-10,6938,Machinery
24612,M-10,3569,Building Materials
47638,I-18,1435,Raw Minerals
39816,I-12,1254,Livestock
38083,D-17,8945,Building Materials
38649,H-14,9039,Automobiles
47531,A-16,2186,Goods
24490,I-19,3942,Metals
48315,E-18,3651,Oil
48027,P-12,7054,Chemicals
41236,N-10,9775,Metals
19384,J-10,3946,Chemicals
45280,P-10,3179,Intermodal Containers
27102,J-15,9426,Goods
13077,H-10,2947,Goods
47880,K-14,3391,Forestry
14535,L-19,8477,Agricultural
35496,D-15,1660,Livestock
15924,N-14,6039,Electronics
38056,N-18,6103,Goods
17885,B-11,1854,Agricultural
30343,A-10,6028,Food
44257,E-20,1808,Forestry
29207,N-17,5671,Machinery
22535,E-12,8466,Raw Minerals
34833,H-10,4316,Goods
44564,K-20,3088,Automobiles
36195,M-14,7549,Electronics
39019,O-11,9211,Building Materials
14362,I-11,4068,Machinery
41276,H-17,3130,Livestock
39817,N-11,8350,Raw Minerals
24565,L-11,8565,Livestock
35967,I-12,6032,Agricultural
12941,M-19,9798,Chemicals
32177,A-10,5676,Electronics
36257,G-10,8739,Goods
34079,P-10,5151,Oil
27626,P-13,6360,Forestry
34738,P-17,6888,Metals
48103,N-18,9101,Machinery
28234,K-19,6891,Goods
27289,J-12,5540,Automobiles
36221,J-11,7010,Goods
28497,H-13,4577,Electronics
13121,J-19,1013,Forestry
38988,K-18,2282,Livestock
15401,A-15,5016,Oil
30004,I-18,1123,Machinery
40916,H-16,7689,Automobiles
32391,F-18,7435,Automobiles
48587,H-12,6921,Intermodal Containers
18565,L-18,4077,Building Materials
16236,M-20,3705,Building Materials
16093,M-18,3240,Intermodal Containers
42702,A-16,9959,Automobiles
20453,G-15,7011,Goods
42859,N-12,7058,Raw Minerals
10010,O-11,1719,Agricultural
27777,N-14,2316,Raw Minerals
20877,G-12,5164,Electronics
35540,L-12,7358,Intermodal Containers
42879,P-14,6714,Chemicals
16802,G-10,7372,Machinery
32410,H-11,4973,Forestry
20918,A-10,7383,Machinery
49069,M-13,9767,Building Materials
35694,F-18,2766,Goods
13406,D-20,9183,Oil
25332,B-16,1370,Machinery
19153,B-20,3941,Raw Minerals
23327,E-19,4980,Automobiles
49116,D-15,4099,Forestry
49933,L-19,5287,Building Materials
32150,K-16,3246,Electronics
37919,F-15,5556,Intermodal Containers
38462,E-11,7227,Automobiles
45876,I-11,4862,Intermodal Containers
28251,M-19,6746,Raw Minerals
12846,D-18,2970,Forestry
18224,C-12,2797,Agricultural
34924,H-19,9759,Metals
47464,J-13,3561,Machinery
20707,K-10,3812,Goods
28144,K-14,5698,Machinery
35290,B-20,4991,Automobiles
24794,F-20,5744,Building Materials
39209,N-10,9350,Electronics
11967,J-14,5128,Building Materials
15203,N-19,9832,Forestry
10096,C-16,2443,Forestry
39434,K-16,1374,Metals
48622,K-17,6112,Metals
37757,A-20,1923,Machinery
20541,E-14,9439,Metals
12930,B-12,5484,Metals
21190,D-18,3923,Forestry
20976,I-10,5738,Chemicals
35781,A-10,7535,Chemicals
26275,C-14,2443,Chemicals
19662,C-20,3635,Chemicals
32828,G-15,6096,Intermodal Containers
31704,P-18,4790,Machinery
37481,O-15,4073,Automobiles
33434,O-10,2055,Building Materials
39514,E-15,8524,Oil
38107,J-15,5114,Food
49990,G-15,7143,Building Materials
15089,N-15,3895,Electronics
16511,I-13,3022,Forestry
49660,M-13,4909,Agricultural
11902,J-10,7576,Chemicals
36342,H-12,8774,Livestock
11842,C-16,1131,Metals
44444,J-15,1218,Chemicals
11689,K-11,7993,Raw Minerals
35647,J-10,8999,Electronics
16855,L-15,9211,Building Materials
14625,I-14,4502,Automobiles
43275,J-19,5731,Agricultural
37795,N-15,3602,Oil
13548,C-12,4055,Intermodal Containers
25004,O-14,5350,Machinery
24390,P-19,8930,Agricultural
27141,L-16,6690,Chemicals
34316,F-11,7334,Automobiles
45779,L-12,7151,Forestry
17481,D-11,2627,Automobiles
22969,O-17,5971,Forestry
35577,C-15,9608,Automobiles
30383,H-16,8682,Goods
42904,L-17,4376,Raw Minerals
47909,C-10,6674,Oil
26326,N-13,6363,Chemicals
31867,B-15,4116,Food
11296,P-18,6366,Food
14778,E-12,9075,Goods
27370,E-19,4884,Agricultural
31211,L-15,4825,Oil
36667,B-15,1685,Agricultural
49034,O-19,6383,Chemicals
16875,N-10,8239,Electronics
41475,A-20,5485,Machinery
22015,J-16,2463,Building Materials
16549,A-16,7630,Raw Minerals
43421,G-11,9941,Chemicals
41783,O-20,2166,Electronics
18030,A-16,9084,Electronics
43982,B-16,3916,Goods
20831,J-13,4924,Livestock
38258,N-11,8791,Automobiles
39993,J-15,8739,Electronics
25761,A-12,4666,Metals
43703,L-16,6908,Forestry
32115,N-10,9751,Goods
17504,H-10,2280,Livestock
22112,O-11,3626,Chemicals
37114,I-18,7382,Intermodal Containers
32763,C-15,2717,Building Materials
36534,I-16,5227,Intermodal Containers
21093,B-19,9317,Electronics
48590,P-11,3814,Automobiles
22290,N-16,1635,Goods
48517,M-16,6376,Metals
13971,L-11,3564,Metals
